HotelId,HotelName,Description,Latitude,Longitude,Address,Rating,CountryId,CountryName,CityId,CityName,HotelFrontImage,IsRecomondedHotel,IsActive,UpdatedDate,GiataId,OldHoteld
2719823,A la Carte Danang,"<div>A La Carte Da Nang Beach is located just 50 m from Pham Van Dong Public Beach. It features an outdoor pool, a fitness center and a spa. Free WiFi access is provided.</div><div><br></div><div>Studios and apartment units feature living and dining areas, a flat-screen TV with cable channels, an electric kettle, and an private bathroom with toiletries and a hairdryer. Some units open up to views of the sea.</div><div><br></div><div>Both à la carte and buffet dining options are available at the on-site restaurant, while refreshing drinks are offered up at the bar. Room service is provided.</div><div><br></div><div>Guests can enjoy activities such as diving, snorkeling, cycling or fishing. Other facilities at Alacarte include a games room, children’s playground, library and kids’ club.</div><div><br></div><div>A La Carte Da Nang Beach is 901 m from My Khe Beach and 1.9 mi from Han Market. It is within 5 mi of Marble Mountains and Non Nuoc Beach. Da Nang International Airport is 3.7 mi away.&nbsp;</div><div><br></div><div>This property also has one of the top-rated locations in Da Nang! Guests are happier about it compared to other properties in the area.</div><div><br></div><div><br></div><div><br></div><div><br></div>",16.0687593,108.24506140000005,"200 Vo Nguyen Giap Street, Son Tra District, Da Nang, Vietnam",4,15504,Vietnam,44714,Da Nang,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2719823/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2719823,100530
2720291,A la Carte Danang.,"<div id=""summary"" class="""" data-et-mouseenter=""customGoal:BUeeZaTaTaBEKMPXLae:1 customGoal:BUeeHNSPdMPISWXGBbLPYO:1
customGoal:BUeeHNSPBAHT:1 customGoal:BUeeHNSPBAcZGPHe:1
customGoal:BUeeHNSPCaASBaRDSGEXO:1 customGoal:BUeeZdbaBMRbBYWKOBLHXT:1
customGoal:BUeeHNSPVfHXe:1"" data-et-click=""customGoal:BUeeZaTaTaBEKMPXLae:2 customGoal:BUeeHNSPdMPISWXGBbLPYO:2
customGoal:BUeeHNSPBAHT:2 customGoal:BUeeHNSPBAcZGPHe:2
customGoal:BUeeHNSPCaASBaRDSGEXO:2 customGoal:BUeeZdbaBMRbBYWKOBLHXT:2
customGoal:BUeeHNSPVfHXe:2"" style=""color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif;""><div id=""property_description_content""><p>A La Carte Da Nang Beach is located just 50 m from Pham Van Dong Public Beach. It features an outdoor pool, a fitness center, and a spa. Free WiFi access is provided.</p><p>Studios and apartment units feature living and dining areas, a flat-screen TV with cable channels, an electric kettle, and a private bathroom with toiletries and a hairdryer. Some units open up to views of the sea.</p><p>Both à la carte and buffet dining options are available at the on-site restaurant, while refreshing drinks are offered up at the bar. Room service is provided.</p><p>Guests can enjoy activities such as diving, snorkeling, cycling or fishing. Other facilities at Alacarte include a games room, children’s playground, library, and kids’ club.</p><p>A La Carte Da Nang Beach is 901 m from My Khe Beach and 1.9 mi from Han Market. It is within 5 mi of Marble Mountains and Non Nuoc Beach. Da Nang International Airport is 3.7 mi away.</p></div></div><p class=""hp-desc-review-highlight"" style=""color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif;"">This property also has one of the top-rated locations in Danang! Guests are happier about it compared to other properties in the area.</p><p class=""hp-desc-review-highlight hp-desc-traveller-type--ph-v0"" style=""color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif;"">Couples in particular like the location – they rated it&nbsp;<strong>8.4</strong>&nbsp;for a two-person trip.</p>",16.0687453,108.24465620000001,"200 Vo Nguyen Giap Street, Son Tra District, Da Nang, Vietnam",4,15504,Vietnam,44714,Da Nang,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2720291/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2720291,546547
2719785,A&EM Corner.,"<br><div><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Whether you're a tourist or traveling on business, A&amp;EM Corner Saigon Hotel is a great choice for accommodation when visiting Ho Chi Minh City. Only 7 Km away, this 4-star hotel can be easily accessed from the airport. Also within easy reach are Minh Nguyen Tailor, Thu Khoa Huan street, The House of Saigon.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">A&amp;EM Corner Saigon Hotel also offers many facilities to enrich your stay in Ho Chi Minh City. Guests of the hotel can enjoy on-site features like 24-hour room service, free Wi-Fi in all rooms, 24-hour security, daily housekeeping, taxi service.&nbsp;</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">All guest accommodations feature thoughtful amenities to ensure an unparalleled sense of comfort. The hotel offers an excellent variety of recreational facilities, including fitness center, sauna, outdoor pool, spa, massage. With an ideal location and facilities to match, A&amp;EM Corner Saigon Hotel hits the spot in many ways.</span><br></div>",10.774140,106.696740,"39-41 Thu Khoa Huan, Ben Thanh ward, District 1, Ho Chi Minh City",4,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2719785/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2719785,546425
2719847,A&EM Hai Ba Trung Hotel.,"<span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Well-positioned in District 1,&nbsp;</span><span style=""font-weight: 700; color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">A&amp;Em Hai Ba Trung Hotel</span><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">&nbsp;is the ideal point of departure for your excursions in Ho Chi Minh City. Only 8.00 Km away, this 3-star hotel can be easily accessed from the airport. With its convenient location, the hotel offers easy access to the city's must-see destinations.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""font-weight: 700; color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">A&amp;Em Hai Ba Trung Hotel</span><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">&nbsp;also offers many facilities to enrich your stay in Ho Chi Minh City. 24-hour room service, free Wi-Fi in all rooms, 24-hour front desk, express check-in/check-out, luggage storage are just a few of the facilities that set&nbsp;</span><span style=""font-weight: 700; color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">A&amp;Em Hai Ba Trung Hotel</span><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">&nbsp;apart from other hotels in the city.&nbsp;</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">The hotel features 58 beautifully appointed guest rooms, many of which include television LCD/plasma screen, free welcome drink, mirror, slippers, sofa. Besides, the hotel's host of recreational offerings ensures you have plenty to do during your stay. Superb facilities and an excellent location make the&nbsp;</span><span style=""font-weight: 700; color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">A&amp;Em Hai Ba Trung Hotel</span><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">&nbsp;the perfect base from which to enjoy your stay in Ho Chi Minh City.</span><br>",10.77712855,106.70457124999996,"46-48 Hai Ba Trung Street, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam",3,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2719847/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2719847,100500
2720006,A&EM Hotel and Apartments.,"<span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Ideal for fun and relaxation,&nbsp;</span><span style=""font-weight: 700; color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Sam Hotel &amp; Apartment</span><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">&nbsp;is located in the District 1 area of Ho Chi Minh City. The city center is merely 0.1 kilometer away, and the airport can be reached within 30 minutes. With its convenient location, the property offers easy access to the city's must-see destinations.&nbsp;</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Take advantage of a wealth of unrivaled services and amenities at this Ho Chi Minh City property. The property provides free Wi-Fi in all rooms, 24-hour security, daily housekeeping, postal service, and taxi service to ensure the greatest comfort.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Guests can choose from 40 rooms, all of which exude an atmosphere of total peace and harmony. It takes 2 minutes by walk to enjoy spa facility nearby the property. Discover an engaging blend of professional service and a wide array of features at&nbsp;</span><span style=""font-weight: 700; color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Sam Hotel &amp; Apartment</span><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">.</span><br>",10.7744765,106.69645350000002,"59-61 Thu Khoa Huan, Ben Thanh, District 1, HCM",4,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2720006/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2720006,546392
2720224,A&EM Le Anh Xuan.,"<br><div><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">The A&amp;Em Art Hotel is in an excellent spot from which to experience Ho Chi Minh City and surrounding areas. With a 4 star rating, this hotel is perfect for experiencing a truly great getaway. The rooms here overlook the city, so you can enjoy falling asleep to the stunning, shimmering city lights. The A&amp;Em Art Hotel is near landmarks and attractions such as Queen Collection,&nbsp;</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">With Vietnamese, American, and Asian restaurants in the area, you can choose the type of food that you like when eating out. From a bar to room service, the A&amp;Em Art Hotel features an assortment of dining and snacking choices. When you get up in the morning, treat yourself to a free, delicious breakfast. This hotel has numerous convenient features, such as a currency exchange, safety deposit boxes, as well as a smoking area. It has free Wi-Fi in all rooms, as well as Wi-Fi in common areas, so guests can contact their loved ones back home without splashing out on foreign data charges. Featuring a fitness center, a spa, and ticket services, the A&amp;Em Art Hotel is fully equipped to make your time away as memorable as can be.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br></div>",10.771736650000001,106.69516650000003,"31-35 Le Anh Xuan, Ben Thanh, District 1, HCM",4,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2720224/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2720224,546389
2720222,A&EM Le Thanh Ton Hotel and Spa.,"<br><div><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Visit the A&amp;Em 150 Le Thanh Ton Hotel and experience all that Ho Chi Minh City has to offer. The rooms here overlook the city, giving you a glimpse of the bustling city roads. This hotel is near The House of Saigon, Ben Thanh Market, Nha May Tram, Kenly Silk, and Minh Nguyen Tailor. It has several convenient features, such as safety deposit boxes, a currency exchange, and a smoking area. The A&amp;Em 150 Le Thanh Ton Hotel features air conditioning, so your stay will be comfortable. With a bar, restaurants on-site, and room service, it has a selection of dining and snacking options for you to enjoy. Offering guided tours, it is a great place to stay to learn about the area and see everything you can while you're here.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">The A&amp;Em 150 Le Thanh Ton Hotel has free Wi-Fi in all rooms, as well as Wi-Fi in common areas, so visitors can contact their friends and family without splashing out on international charges. From a concierge to luggage storage, this hotel has various convenient services, ensuring that you get the most out of your time in District 1. It has an around-the-clock front desk, ensuring that there is always a member of staff on call to answer any questions at all hours of the day or night. This hotel has various transportation options which include airport transfers, shuttle services, bicycle rentals, car rentals, .</span><br></div>",10.77181555,106.69540405000004,"280 Le Thanh Ton, Ben Thanh, District 1, HCM",3,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2720222/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2720222,546388
2719944,A&EM Ly Tu Trong.,"<div id=""summary"" class="""" data-et-mouseenter=""customGoal:BUeeZaTaTaBEKMPXLae:1 customGoal:BUeeHNSPdMPISWXGBbLPYO:1
customGoal:BUeeHNSPBAHT:1 customGoal:BUeeHNSPBAcZGPHe:1
customGoal:BUeeHNSPCaASBaRDSGEXO:1 customGoal:BUeeZdbaBMRbBYWKOBLHXT:1
customGoal:BUeeHNSPVfHXe:1"" data-et-click=""customGoal:BUeeZaTaTaBEKMPXLae:2 customGoal:BUeeHNSPdMPISWXGBbLPYO:2
customGoal:BUeeHNSPBAHT:2 customGoal:BUeeHNSPBAcZGPHe:2
customGoal:BUeeHNSPCaASBaRDSGEXO:2 customGoal:BUeeZdbaBMRbBYWKOBLHXT:2
customGoal:BUeeHNSPVfHXe:2"" style=""color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif;""><div id=""property_description_content""><p>The Petit Hotel is located in Ho Chi Minh’s central business district and offers rooms with free Wi-Fi and private bathrooms. It is a 1-minute walk from the Ben Thanh Market.</p><p>Each air-conditioned room comes with a satellite TV, minibar and safe. A hairdryer and bathrobes are included in the attached bathrooms.</p><p>The hotel provides laundry services. Newspapers and magazines are available for guests. Local cuisine is served at the hotel’s restaurant.</p><p>A &amp; EM Corp - The Petit Hotel is a 20-minute drive from the Tan Son Nhat International Airport.</p></div><div data-et-view=""customGoal:BUeeZdbaBMRbBYWKOBLHXT:3""></div><p class=""hp_district_endorsements hp_district_endorsements_lowercase"">District 1 is a great choice for travellers interested in&nbsp;<span class=""hp_district_endorsement_item"" style=""text-transform: lowercase;"">nightlife</span>,&nbsp;<span class=""hp_district_endorsement_item"" style=""text-transform: lowercase;"">markets</span>&nbsp;and&nbsp;<span class=""hp_district_endorsement_item"" style=""text-transform: lowercase;"">history</span>.</p></div><p class=""geo_information"" style=""color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif;""><br></p><p class=""hp-desc-review-highlight hp-desc-traveller-type--ph-v0"" style=""color: rgb(56, 56, 56); font-family: BlinkMacSystemFont, -apple-system, &quot;Segoe UI&quot;, Roboto, Helvetica, Arial, sans-serif;""><br></p>",10.773203,106.69615665000003,"179 Ly Tu Trong, Ben Thanh, District 1, Ho Chi Minh City",2,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2719944/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2719944,546386
2719901,A&EM Phan Boi Chau.,"<span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">A visit to the A&amp;Em Phan Boi Chau Hotel will make your Ho Chi Minh City trip unforgettable and enjoyable. The rooms here overlook the city for beautiful views of the area. The hotel is near Kenly Silk, Phi Phi Tailor, Cho Dem Night Market, The House of Saigon, and Ben Thanh Market. If you want to spend the day simply relaxing and unwinding, get a massage nearby. Offering guided tours, the A&amp;Em Phan Boi Chau Hotel is a great spot to stay to learn about the area. Featuring a coffee shop, restaurants on-site, and room service, the hotel offers a range of dining and snacking choices for you to enjoy. It has a hot tub, a sauna, ticket services, and a spa among other fantastic facilities. With safety deposit boxes, a currency exchange, as well as a smoking area, this hotel has several convenient features to make your stay more comfortable.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">From a concierge to luggage storage, the A&amp;Em Phan Boi Chau Hotel offers various convenient and useful services to ensure that you get the most out of your time in Ho Chi Minh City. There's free Wi-Fi in all rooms, as well as Wi-Fi in common areas, ensuring that you are always able to contact your friends and family back home without splurging on roaming and data costs. The A&amp;Em Phan Boi Chau Hotel features an around-the-clock front desk, ensuring that there is always a member of staff on call to answer any questions that you have at all hours of the day or night.&nbsp;</span><br>",10.773196,106.69841280000003,"44 Phan Boi Chau, Ben Thanh, District 1, HCM",3,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2719901/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2719901,546387
2720007,A&EM Signature.,"<br><div><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Visit the A&amp;Em Signature Hotel and experience all that Ho Chi Minh City has to offer. With a 4 star rating, the hotel is perfect for experiencing a truly fantastic getaway.</span></div><div><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">If you want to spend the day simply relaxing and unwinding, get a massage nearby. Offering guided tours, the A&amp;Em Signature Hotel is a great spot to stay to learn about the area and see everything you can while you're here. Featuring family rooms, this hotel has adequate space for your whole family to lounge around together. It has several convenient features, such as safety deposit boxes, a currency exchange, an infirmary, a selection of shops, as well as a smoking area. The A&amp;Em Signature Hotel has a fitness center, a spa, and ticket services, among other fantastic facilities. Whether it's a bar or restaurants on the property, it offers a selection of dining and snacking options.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">From a concierge to luggage storage, the A&amp;Em Signature Hotel has various convenient services for you to utilize. There's free Wi-Fi available in all rooms, as well as Wi-Fi in common areas, connecting you to the internet so you don't need to purchase a local sim card or spend on foreign data charges. The A&amp;Em Signature Hotel is pet-friendly, saving you the trouble of finding the perfect pet sitter while you're away from home. Enjoy a flavorful breakfast for free when you wake up, and start your day on the right foot. With an around-the-clock front desk, the hotel guarantees that there is always a member of staff behind the desk to assist you with any queries at any hour of the day or night.</span><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><br style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;""><span style=""color: rgb(78, 78, 78); font-family: mallory, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">The A&amp;Em Signature Hotel offers a variety of transportation options, such as airport transfers, car rentals, bicycle rentals, shuttle services, and taxi services. Saigon Railway Station is 2.4 km away and Ben Xe Mien Dong Bus Station is 4.7 km away. The nearest airports are Tan Son Nhat International Airport (SGN), which are located 5.8 km and 25.5 km away. The A&amp;Em Signature Hotel provides express and 24-hour check in and check out, allowing you to conveniently choose the service that best suits you.</span><br></div>",10.77455045,106.69658270000002,"52-54 Thu Khoa Huan, Ben Thanh, District 1, HCM",4,15504,Vietnam,23626,Ho Chi Minh City,https://d3ng26e6mee5a6.cloudfront.net//Images/Dubai/2720007/1-ThumbNail.jpg,FALSE,active,08-27-2019,-2720007,546390
